Date,Year,Month,Recession,Consumer_Confidence,Seasonality_Weight,Price,Advertising_Expenditure,Competition,GDP,Growth_Rate,unemployment_rate,Automobile_Sales,Vehicle_Type,City
03/05/2011,1981,Jul,1,78.75659416311032,0.1718173419035116,25253.53626931837,3586,5,46.58753030011579,0.0202534262420707,5.076645524152081,777.3836781292663,Mediumfamilycar,California
01/06/2002,2004,Nov,1,82.73269395170696,0.8663960053444305,26188.98681569529,4374,3,56.3054918955698,-0.0660317002879329,4.776425017698358,659.9129376231941,Sports,Illinois
11/10/2002,2023,Jun,1,57.41382010771859,0.1499925101388814,23724.891306093992,3031,7,75.733662553781,-0.0240273410755127,3.9798406104881465,846.5551302812894,Supperminicar,New York
01/03/1982,2007,Oct,0,87.8592876837587,0.2338673588843477,25434.42569938906,2925,7,77.70507439241871,-0.0821296930553464,2.6181427348960447,807.7612070459327,Smallfamiliycar,Georgia
08/09/2007,1991,Mar,0,114.35054779578488,0.6191107376475127,,3001,3,20.003778904463807,0.050949671908541,5.0135917119111015,733.7221714676324,Smallfamiliycar,California
02/21/2023,2002,Nov,0,107.75419773622556,0.7654703099110224,24580.445506079985,1281,8,82.77690270236897,-0.0273386244579962,3.064967490301406,753.6059546232589,Executivecar,New York
08/04/2008,1993,Apr,0,96.67730105571816,0.1686264079116281,24848.936366078586,3539,6,58.23060678880783,0.0120371091491315,4.56054970297546,,Sports,Georgia
01/16/2001,1991,May,1,99.6654957442292,0.9286883327100878,24832.07297616405,3327,3,39.369579822578736,0.005532258981547,6.7381268860303045,707.0672361158174,Mediumfamilycar,California
06/11/2000,1997,Mar,1,89.66671686136891,0.9762468839206287,31488.869068955843,4571,6,59.23226003286802,0.0764899375398911,6.544352231804716,696.6719889765219,Supperminicar,California
01/02/2009,1997,Jul,1,103.07138323602676,0.6453551557069399,19459.73336585279,4270,1,47.60034143840135,0.0227990300841978,4.633172119666064,609.8549104976738,Supperminicar,Georgia
01/31/1984,2008,Sep,1,111.4881741922092,0.5331191098391529,33879.23447395598,2398,6,84.78481731966508,0.0064656806433409,6.501146601009985,608.1813761131409,Mediumfamilycar,California
10/24/2012,1989,Apr,1,75.76169818884291,0.7672554750517747,19118.09072742244,4371,7,51.3080658326203,-0.0260076728007605,5.405735297017056,580.8941802491797,Smallfamiliycar,Georgia
08/17/2003,1982,May,1,104.49471531756022,0.3955216170944848,21728.898693361203,4981,4,45.65293342883032,0.0501956030046709,7.251325379467802,839.0419738345153,Supperminicar,California
04/24/2019,2019,May,1,113.98652306432,0.5439379906945958,28723.6913485766,1908,4,91.4862551006465,-0.0350518504274499,3.227667909783635,712.8989889775828,Mediumfamilycar,Illinois
02/13/1997,2019,Feb,1,93.77349566554946,0.9245359241329612,,1665,3,65.99684565210696,-0.0427006168046852,4.814609069741551,547.0804325166945,Smallfamiliycar,California
10/04/1992,2019,May,1,110.51050918180876,0.9600898827173802,17982.50491500756,2322,5,52.34933579506258,-0.0096804956833243,4.274465782313709,829.5406934004418,Smallfamiliycar,New York
06/18/1983,1995,Oct,1,142.2198166670883,0.9343622044460664,19536.49068376457,3602,1,87.79348111838662,0.1242159343389701,5.606523132427457,869.8392951075457,Smallfamiliycar,New York
08/11/2018,2021,Nov,1,98.43485810519662,0.3362032602674561,26389.21404735924,2345,6,79.63293948484372,0.0150429584443289,5.515549543434314,653.9159080527913,Smallfamiliycar,California
11/26/2009,1998,Aug,1,105.89960575007986,0.3092221361950871,36722.09693881898,2133,2,50.77861458567405,0.0174408044173864,4.983634624527916,597.537558302207,Supperminicar,New York
01/25/2006,2011,Sep,0,88.92914374507913,0.3678980553363828,31231.313904993403,2646,4,47.92061564328809,0.0359191606124113,8.356533113081484,903.528672274505,Supperminicar,Illinois
10/18/1994,2006,Mar,1,102.71876743903076,0.4971800011496142,23759.51475184095,1470,6,61.48118106906547,0.0316393887302059,3.262344337143393,970.2318017222028,Smallfamiliycar,Georgia
08/13/2016,2015,Jul,0,106.90407437473456,0.3827506715127672,12904.35430962122,1411,6,57.5672962235292,0.0091170247379079,3.699365822438109,879.2409073005633,Smallfamiliycar,Georgia
09/21/2002,2010,Jul,1,102.92263510405208,0.4367915161651522,25408.2136721058,1512,7,49.32524137024235,-0.0284074629091294,6.448815363148871,689.9102986793015,Executivecar,Georgia
01/15/2013,1983,Feb,1,84.70457020436714,0.6585732569086836,26811.484018232768,2503,1,59.70089945651805,-0.0019688110020762,5.566492390241979,589.712714054871,Supperminicar,Illinois
03/15/1981,1985,Mar,1,103.09542656988177,0.7862731093845783,23086.524294585983,2163,6,86.22271301818705,0.0096655463434095,3.709211911383528,399.6312164920506,Executivecar,Illinois
05/15/2008,1997,Sep,0,121.93293908076456,0.7620023784411253,20746.380047267023,3925,9,75.69770325632986,-0.0507709882182621,6.954075899022289,881.3698146166604,Supperminicar,California
11/17/2020,2004,Aug,1,106.7295364677179,0.8329812103712367,25795.82630160694,3737,8,65.82343324611986,0.0092124704226545,5.063900744140622,475.47533428728616,Executivecar,California
09/11/2013,1988,Dec,1,114.4298078360776,0.1289659628938619,20288.6940305302,3996,8,54.88823592548917,0.0297701439829434,5.087968785542742,569.9795830622061,Executivecar,California
07/22/1992,2006,Jun,0,96.44482044981058,0.1429604107108804,34362.243304043615,4575,6,58.09269962110011,-0.0067905058921138,4.106105649144036,632.5152202473126,Executivecar,Georgia
11/04/2022,1992,Sep,0,111.24850359135566,0.8104446646197664,32583.723987669087,3107,4,70.26293812050348,0.0819260461299523,5.662943864647588,786.7443929292447,Mediumfamilycar,New York
01/19/2017,2021,Nov,1,104.1890175732479,0.5797709400921687,28289.563157963807,2206,1,69.0532389963367,0.0337563018578133,3.224252137583424,285.6391452627695,Executivecar,California
04/13/2019,2013,Dec,0,85.73633905469151,0.6203266063859083,25448.552845596583,1418,5,60.98087540519534,-0.0180853784839613,3.8044459900343153,712.8340521500972,Sports,Illinois
10/30/1984,1995,Jun,1,104.77781507198311,0.1473281741929394,21699.1795669322,1956,5,76.28576564748994,-0.0006772455312791,6.313853175630862,958.351602338834,Sports,California
07/09/2007,2020,Aug,1,85.12455004839535,0.3297824210541438,24896.064080545493,2817,7,42.52994820272005,0.0814178290111892,1.065361774066221,603.1986178060376,Sports,New York
08/22/2020,2014,Jun,0,90.50679587672812,0.6745188743969299,33196.48567603638,4998,1,74.76337725513775,-0.0108159509937198,4.102021340078763,806.939502913468,Mediumfamilycar,Georgia
05/04/2021,1981,Jul,1,102.8399246093856,0.8732637010996085,29343.27029218314,1824,6,69.31407857838573,-0.0201145879719623,5.84950543497029,628.6703384823899,Executivecar,New York
07/01/2014,2004,Aug,0,104.45866410070188,0.9252850574632624,26018.46139238229,1907,7,38.60058348083518,-0.0222859399899768,7.168007776698563,742.2261369894854,Executivecar,Georgia
06/01/2003,2002,Jul,0,82.16151302384307,0.5503775462515735,29619.871670837976,1732,1,50.14884322744237,0.0237172918463326,5.23525198392414,678.0192120608924,Sports,New York
01/16/1999,2010,Jul,1,115.80978656774316,0.5909268094643779,27728.05331690414,2924,3,82.4690882644278,0.0309908478363102,6.232256111124357,548.6412196272329,Mediumfamilycar,California
03/03/1993,2014,Aug,1,108.5800941745071,0.8497446679620918,26981.38769943436,4298,9,67.88808162256566,0.0539738632213556,5.940780048667126,774.3643053294876,Smallfamiliycar,Illinois
01/07/1988,2011,Jan,1,89.42907346583674,0.5838621406726192,29902.81629495768,1390,8,58.26848530902053,-0.0163477810637666,3.951589034289648,735.9484322876982,Sports,New York
05/15/2003,2002,Sep,0,76.93622805326237,0.5651726729835856,,4215,6,64.93458342789552,0.0959038052317331,4.41051356212465,708.3313340734379,Supperminicar,Illinois
04/02/1993,2016,Jan,1,97.82643131377851,0.9145756339848584,,3783,8,60.18732736737115,0.0455277688286724,5.146455739834769,925.8985074552286,Sports,Georgia
01/30/2012,2012,Jul,1,93.3108442920826,0.810939448950292,25806.935248172544,2587,2,65.40496955346832,-0.0008249315538349,7.9751685055427,,Mediumfamilycar,California
07/18/1994,2000,Feb,0,,0.9181652737251652,23729.370884049484,4664,7,74.04257881743915,0.0613468939605375,5.576280362217777,754.7483791261067,Supperminicar,Georgia
07/07/1987,2004,Mar,0,94.55325008266652,0.2964223493030384,22259.18560529925,1660,2,87.16261602824237,0.1151797333523265,4.802021117895937,592.7675725360905,Mediumfamilycar,Illinois
10/20/1982,1997,Oct,1,69.88814708882485,0.5719379379898211,21663.451972645205,1026,3,45.36130888992768,0.0443042248655139,2.993171614511001,804.2938780902522,Smallfamiliycar,Georgia
10/07/2003,1991,May,0,94.17479592548264,0.8582249157340222,16974.14778779234,4815,2,77.47487969383673,0.1079629623989284,4.398447508647221,520.8230774992858,Mediumfamilycar,Illinois
11/30/2003,1981,Apr,1,95.4157133339753,0.200033044720398,20440.30026594168,3670,5,54.43078490659982,-0.0304539555171784,4.423011269684298,716.9791753972968,Executivecar,Illinois
07/05/1995,2000,Oct,0,109.50491537161088,0.8151959388645657,,2531,5,41.57477687626478,-0.0764193512088926,5.987511111282972,631.223621847999,Mediumfamilycar,Illinois
09/28/2016,2018,Sep,1,89.52700488083426,0.2646760450733825,22463.27402007982,1883,6,79.63862634519393,0.0466426302389257,4.110689039196062,763.9678542228505,Supperminicar,New York
03/30/1986,1994,Jun,0,125.1801201005885,0.827306879486789,32811.22105319145,4662,6,49.63649932508925,0.0767932734324252,5.128929023297576,581.6018080492213,Supperminicar,California
01/27/1995,1981,Mar,0,71.32539174022364,0.6508008438011813,24212.190222231115,2814,7,74.96997180293837,-0.0463403338847833,5.281413535553681,769.8460136776819,Supperminicar,New York
03/02/1982,1997,Oct,1,119.66751246703936,0.2739123923363804,26208.83444942155,1126,8,76.18426798976049,0.0821305046648797,5.2895721493931855,,Executivecar,Georgia
09/03/1987,1983,Sep,1,96.63521543682845,0.526018761399521,26366.598222559634,2479,4,89.15088640683922,-0.0018402068978121,4.033557980065562,901.3333134719752,Supperminicar,Illinois
11/17/2006,2010,Oct,0,112.89377308515334,0.7137146498146945,32937.90456421183,3328,9,78.53051834228259,0.0504765004235936,4.200717941525316,436.5705609876508,Smallfamiliycar,New York
08/12/2011,2013,May,0,,0.6704676107951881,22122.072730773543,2418,3,79.54994075176393,0.0332157599969943,5.4811940683320906,558.6593235802017,Mediumfamilycar,California
04/27/1993,2002,Jan,1,117.09333304038203,0.484522476608534,23887.38959870969,1318,5,77.69489899878413,0.0432400324086524,4.100645036109074,613.9464132346908,Smallfamiliycar,California
02/11/2024,2017,Jul,1,,0.9094298760288344,24469.003141129084,3488,3,63.38487393266893,0.0483485562303314,2.4171984263673765,739.2149328941057,Mediumfamilycar,New York
08/17/1984,1994,Mar,0,83.52069362233281,0.5673370730390599,30682.67427887384,1340,2,80.3306146215264,0.0156807290202643,5.284147231769028,762.454488749867,Executivecar,Georgia
04/06/2020,1990,Jul,0,121.30756430906597,0.5552805686758195,31720.528468772274,1693,5,56.0611995703154,-0.0015769313504786,2.064029515866272,785.1544352173378,Smallfamiliycar,Illinois
08/13/1982,1986,Nov,0,98.29779031176788,0.1560255309473088,,1118,9,50.64643731435319,0.0372173018096711,4.759785660137149,731.1982133304547,Executivecar,Illinois
02/07/2018,1995,Jan,1,103.32337710436316,0.9299083508178734,31164.5468703094,1777,6,68.92209412126792,0.0061765030230431,3.395342932413517,691.701195919993,Mediumfamilycar,California
01/27/2025,2022,Aug,1,118.52127871067192,0.2594049118105357,25888.304982344947,3737,4,78.5884915766584,-0.0146643004209367,4.571301971216194,621.0766992397198,Supperminicar,California
02/23/1993,1995,Sep,0,84.52067136858348,0.5755102240928988,24136.98376191589,3760,7,57.4339016461407,0.0359049957717543,7.559894590939096,814.3531962658082,Sports,Georgia
05/21/2010,1997,Aug,1,108.93236346458886,0.8232108412602791,30893.62043292811,2391,5,54.0799135900148,-0.0098721852364452,5.9137471749545805,584.4955312690963,Smallfamiliycar,California
02/08/2019,2014,Jan,1,91.15157865305665,0.293907949260079,27438.088376168987,1384,7,38.46234204539234,0.0102618955873894,4.124202907666487,759.3950879187798,Supperminicar,Georgia
02/02/1997,1983,Feb,0,98.01745966533444,0.574635960973757,21322.34667046209,3557,2,47.66456522648326,-0.0065530305902703,2.982497136304884,726.4677850608181,Sports,California
08/11/1981,1994,Jan,0,101.08418448076434,0.3166164183010068,29987.10469062176,3005,2,49.55449787594357,0.0980176282646413,2.1557330313734577,465.2380559656699,Executivecar,Illinois
01/09/2022,2016,May,1,77.49667207829596,0.7837254980199206,23957.5368448986,2605,9,78.38808518694935,0.0252756791099112,2.955289785178663,760.7199539103776,Executivecar,Illinois
10/20/1986,2004,Nov,1,88.31744435769347,0.6079070510858356,23345.882386378977,2181,4,53.92914346199064,-0.0592156821603805,3.6154900534151206,1094.768693138551,Sports,Georgia
06/03/1984,2002,Feb,1,120.26609338619708,0.8703782743556292,29465.02184099856,4894,1,67.21942207518165,0.0823057548855981,3.151111520201222,1003.1442301836196,Smallfamiliycar,Illinois
05/04/1987,1991,Jun,1,113.29286782877192,0.9051022025896446,24555.83929577544,2633,9,37.489799746795406,-0.0706433876280469,5.603762863446532,868.2878706197546,Smallfamiliycar,Illinois
12/22/1991,1991,Oct,1,99.06040634009148,0.6838601342008582,26944.792680201448,2740,1,79.5067277808544,0.1269511526298156,4.840224269256324,792.2599558100048,Sports,Georgia
11/08/1989,1995,Feb,1,103.6468518776934,0.75285212154305,28309.697920354,1085,2,63.5327916584034,0.0219763530141293,7.350556657391605,531.3353002097697,Sports,Georgia
08/19/2000,2017,May,1,95.58636241545314,0.5942980898981773,21085.28460363808,2925,9,39.72229388117479,-0.0112069892346576,3.378305484660276,762.0695238963413,Mediumfamilycar,Georgia
06/24/2018,2000,Oct,1,120.34875078741972,0.4459858597606446,,3408,3,52.22429490993303,0.001822910182571,4.443742705177871,1016.9442620832076,Executivecar,Illinois
09/29/2007,2024,Aug,0,96.99471133308754,0.6833061307187511,31747.36552630812,4053,1,48.37165057122222,-0.0596221921024265,2.3541699708806467,619.3202420872256,Executivecar,Georgia
06/20/1996,2002,Dec,1,103.47763138202272,0.917459761138596,20217.66428130195,3839,3,63.47351036560529,0.0148208694385226,5.060628813552087,467.242534772844,Sports,California
06/22/2011,2017,Jun,1,,0.4750123423882941,27249.544444156138,2108,9,54.63920929111605,-0.0022893208055859,2.120419907657162,835.3540459994409,Mediumfamilycar,Illinois
06/16/2006,1981,Jan,1,88.3394277273114,0.3829690237364158,20852.66132709856,1358,2,55.52922157655346,0.0168747465072022,3.2735966265376946,585.808504564548,Smallfamiliycar,California
05/24/2005,2024,Feb,1,123.3818377674534,0.4495932446973167,30106.98841920199,3774,5,47.44249288290923,0.0649875435408874,4.867954491509468,543.0266987533961,Supperminicar,Georgia
05/18/2019,2002,Dec,0,77.04307885384935,0.4918578671904396,30059.527918748856,4204,1,41.57804812787885,0.0351739641951908,0.4406746711192033,753.3766611119751,Executivecar,New York
01/09/2015,2016,Oct,1,124.444631966692,0.1662049260799445,23228.388298754508,2926,1,72.31063639973154,-0.0378088322813182,3.924748671644844,832.7032276924962,Executivecar,New York
07/08/2011,2016,Nov,1,94.40986624072038,0.5485976563914949,36048.14326095431,4458,7,74.9497262928939,-0.0295135753539439,4.205723546249724,722.248980487897,Sports,Georgia
02/08/2018,1989,Sep,0,96.35951878262075,0.5448828232450537,30533.12654568642,4318,3,50.01136429314431,0.0325624693556091,6.241392928199872,832.1435885505301,Mediumfamilycar,Georgia
08/19/1984,2016,Dec,1,71.64984743225585,0.6295994448764708,28534.644925680845,4212,1,67.48299476343156,0.0445150189880949,5.786113843294515,901.0410252859432,Mediumfamilycar,California
06/14/1981,1992,Dec,0,93.1780792393346,0.4265380274241983,28253.05448053068,2973,1,46.60193655747085,0.0163934322838964,4.898950754707787,773.0134356856754,Smallfamiliycar,Illinois
04/05/2025,2011,Jan,1,84.40290203459674,0.6517968363600307,29919.63454603112,1446,5,71.7761129911238,0.0477703470189443,3.787972947042842,791.0390707991844,Mediumfamilycar,Georgia
09/18/2013,2014,Dec,0,90.88530481939792,0.8903946792467827,20021.7879637792,4147,3,57.96961179817435,0.0271455169290647,4.551283126263277,656.7234302975933,Sports,California
06/05/1992,1999,Apr,0,97.9403355131668,0.9599238914456478,25973.03799230512,2925,4,48.90860650366173,0.0285562471328935,5.9905619355529165,984.6465931960328,Smallfamiliycar,California
05/23/2013,1991,Sep,1,114.36687421709358,0.6252509945269447,26915.95192688664,4169,6,44.66977098687602,0.0619872235106789,5.417057516338585,780.7711359730405,Sports,New York
09/16/2006,2011,Mar,1,103.1140502710094,0.1383318585732817,22999.3196834872,2998,2,76.36991442773346,0.1161100196963199,7.042148584944686,775.3597580498788,Supperminicar,California
08/28/1984,1982,Sep,1,104.61514980101671,0.972312397540398,27323.97634721983,2326,7,39.13827679450081,0.0349456237438538,4.926878054354333,656.8018870666726,Supperminicar,New York
11/28/1989,1985,Dec,1,83.56720916731656,0.7352758548066306,31158.47150217003,4537,5,58.821953218474505,0.1741475571987641,5.271309696650632,597.3323710696494,Mediumfamilycar,New York
01/28/1981,1983,Aug,0,86.78868865595905,0.4023672836982869,22891.154561170468,2078,8,31.214498590269105,0.027220844923555,3.234264867832484,585.7339053785017,Mediumfamilycar,Illinois
10/23/2002,1994,Mar,1,,0.232441930867351,24727.87849814348,1304,4,45.54141772589012,0.0264122612000912,4.564950892362252,644.1892226113085,Mediumfamilycar,Illinois
08/08/2018,2018,Apr,1,88.9719844785513,0.2290767510126474,20897.07352073028,2976,8,40.93185413138663,0.1176741966415537,5.1918435509342205,709.6326628020124,Supperminicar,New York
06/07/2007,1994,Nov,1,124.84312378085944,0.2509699655256424,16065.054950946038,3818,4,23.251325343380337,0.0117512389003398,4.819126232075382,754.8257515284598,Mediumfamilycar,California
07/16/2017,1981,Nov,0,96.354082016787,0.1410152694524382,28894.660902602554,1533,5,51.97422712967172,-0.0705479921646275,7.594287742155384,436.9078036149521,Mediumfamilycar,New York
07/17/2018,2013,Mar,0,100.03431904215256,0.9119387697876205,24871.331025803764,3082,3,54.999799990133255,-0.0347224190347588,3.0035524473261206,900.9899900237784,Smallfamiliycar,Illinois
03/17/2021,2010,May,0,116.05547740344896,0.5866914095446027,25237.89708576394,2563,4,42.41971632798466,0.0652526539542106,4.422601522269202,678.7314273161678,Supperminicar,Illinois
04/17/2006,1980,Nov,0,119.07838632907983,0.7299634714424534,20066.131909132368,4560,9,50.84390478709903,0.0444076896226079,7.358447131042921,934.6823585813428,Smallfamiliycar,California
06/08/1997,2001,May,0,98.33781159581368,0.8452976583414767,24072.482354819047,3729,5,56.50927942012716,-0.0264402844572216,6.038231819948852,782.8685410593479,Sports,New York
01/11/1997,2019,Dec,1,94.17635419717692,0.8123869056998803,30482.968945910616,2163,4,31.581263828415025,-0.0778986946856033,5.254470098908244,753.1053769378827,Sports,Illinois
07/30/2009,1992,Jan,1,99.1611932721668,0.8943450613559574,25004.106683897306,2014,4,60.47823333951858,0.0009747550430275,3.0667313736497848,877.5256140558145,Sports,Georgia
02/13/2016,1988,Aug,0,105.06936292348178,0.9705291602724568,25145.918790277065,1640,7,69.04596616753612,0.0799061341934732,5.25763920764613,926.2584256297536,Supperminicar,California
06/09/2009,2001,Oct,1,113.36955530304633,0.4951635532677456,26037.641389317112,2123,2,64.40913058727384,0.0143252374990724,4.642135754823343,702.3458716103613,Mediumfamilycar,New York
08/29/1984,1991,Dec,0,100.06344788491228,0.9553019200015516,18818.08935796772,4037,4,64.70712781485418,0.0022048730291131,6.617925526028646,923.5550086088272,Smallfamiliycar,California
11/26/1993,2000,Apr,1,109.2832944703473,0.7509609535085348,28124.602320511785,4444,3,57.69638629970535,-0.0349672853224015,5.142462524845181,720.3051104314955,Supperminicar,California
04/01/1983,1983,Feb,0,124.57539598406412,0.1636013712772706,18724.009425420845,1758,7,65.23192324689522,0.0038025759658724,7.343837219216544,687.6583584275966,Smallfamiliycar,Illinois
08/07/1983,1981,Feb,0,105.71964418397177,0.7136048090911109,20301.92209360487,4094,4,76.0136465451566,0.0466287162204509,7.962173380415603,672.8862510496858,Executivecar,Illinois
05/10/1983,1989,Jan,0,104.67479284007167,0.7180449936443638,19753.92615496417,2892,8,97.7083795883274,0.0104453042464283,5.467028808747492,510.0531331408075,Executivecar,California
11/04/1982,2017,Mar,0,77.21633762364898,0.9152745074132744,24123.875166847272,1283,5,44.48250916292743,0.0115457745460512,5.596678197629636,310.7539211739047,Supperminicar,Illinois
04/24/1982,1989,Oct,0,60.53904794756405,0.4356389192230828,23237.73648231072,1112,9,47.5540441312905,0.0760529164005666,4.781256769961817,609.0237080785207,Smallfamiliycar,California
10/07/2006,1987,Feb,1,105.82563593845252,0.626420350244636,24993.874808458728,3420,9,45.43801656656481,-0.0189607600455127,2.5957172827167985,758.2683580322747,Supperminicar,New York
11/01/1993,2013,Sep,0,98.57763653078692,0.1109687959105682,20473.719201117783,1196,3,79.11638753358798,0.0434883132950416,2.651551024810036,785.6071273625861,Executivecar,California
11/03/1992,2003,Feb,0,92.27825987627888,0.3988677179632024,30027.476601531893,2187,9,83.3207807729234,0.0121385661960872,6.378527405390365,434.13919440270615,Mediumfamilycar,Georgia
01/21/1996,1984,Apr,0,103.65295306279516,0.1560193535429028,29170.13784363165,1892,4,71.41926541713158,0.1019902127585837,7.098593356830877,787.8194351791739,Executivecar,Georgia
12/26/2021,2003,Apr,0,99.09394406204638,0.5696856754884073,24130.9324355414,1821,9,40.07073563007229,0.0632744821085069,4.170354029612531,540.5981772213794,Supperminicar,Illinois
10/09/1987,2022,Feb,1,116.91670375950848,0.8357028854562579,22608.16641706031,2454,2,55.48009720156463,0.0868747843065525,4.55147557232397,844.6557982689214,Smallfamiliycar,New York
09/09/2017,2005,Aug,0,101.29166302388468,0.2857984229161621,22103.212533274003,4639,5,65.23488596153776,0.0507467011689304,4.575836435790708,781.82846211968,Supperminicar,New York
08/18/2004,2017,Jan,1,88.79615072394749,0.5746969410020006,23449.275024946604,3057,6,65.1227979805337,-0.0045497868346697,3.7943280563178856,524.1163513352604,Sports,Illinois
04/21/1993,1986,Sep,1,114.85249358438934,0.2836077728596903,17998.773856244115,2668,3,89.0504579238091,0.0908060927338429,8.348181297481712,622.2367382302054,Sports,Georgia
09/20/2018,2001,Aug,1,96.74303387580696,0.2086196210616164,20201.9634389408,3445,2,75.9300592208377,0.0379823758870372,4.4429467233765925,495.7653268097932,Sports,California
04/07/2017,1999,Jul,1,107.8980502550846,0.5598971127409083,,3199,1,75.20666849268063,0.031248424152992,6.689560819173534,813.9932285616026,Supperminicar,California
05/24/2008,2000,Jan,0,92.838839407108,0.1712337588547549,26509.062430379345,1190,7,53.679194342568834,-0.0195925475780791,1.616309604600917,698.0440353344926,Executivecar,California
02/27/2005,1988,Feb,1,90.25259671753844,0.6286191680241904,33171.37242988266,2819,4,66.23644859129445,0.0570050846873098,6.819454130854387,647.7845926388562,Supperminicar,Georgia
10/08/2016,1990,May,1,101.26252345278544,0.1282037146090536,23504.0242491534,1276,8,35.3471586010726,-0.0013395631378094,8.130117387423109,630.1528523745507,Mediumfamilycar,Illinois
11/17/2011,2007,Jul,1,100.19242965315529,0.196043474681538,23192.433864465664,3540,8,61.24903712316632,-0.0064277309645911,5.492142969036964,925.4442151034405,Mediumfamilycar,New York
05/25/1995,2020,Aug,1,107.1974055305025,0.594997736938622,22960.50537728176,2266,8,62.66109600830113,0.034929362364794,6.089639575373272,715.0515294068589,Executivecar,California
04/25/1990,2011,Mar,1,95.97031370035386,0.6322666716090225,23404.17758390916,3535,2,41.22027584488848,-0.010931919563512,6.4825285742311145,813.0105353206354,Mediumfamilycar,Georgia
10/27/2004,2021,Apr,0,72.45460324344404,0.1260882370843822,21700.22993426701,4915,5,55.51467150861264,-0.0179822411088029,5.841911748793889,705.7376608756223,Sports,Georgia
04/19/1981,2000,Sep,0,93.50839174617415,0.6160391092014026,26354.941073436,1275,8,82.02866742701956,-0.0268432934864753,4.7580081413074256,659.8381880254733,Executivecar,California
10/08/2015,1991,May,0,111.90727700715723,0.8546522727912733,25145.520335742058,3237,2,59.43024498934578,0.071441956093275,3.8093435493040655,1037.6365676617288,Executivecar,Illinois
03/28/1990,2015,Oct,0,,0.7500845595645586,22450.42749080864,2650,2,69.36249126421099,0.0915930970221982,6.148906185083126,516.5675658417467,Smallfamiliycar,New York
06/25/1980,2024,Nov,0,96.30424896228178,0.2180665935287187,31255.744565094512,3911,1,95.84531862932856,0.1156179820958245,3.19007887322874,,Smallfamiliycar,Georgia
08/08/2018,2019,Aug,0,,0.6332271828072534,34482.91461243154,2330,6,53.17846229824623,0.0667396611844197,6.026259558832608,727.4233155684528,Sports,Illinois
09/27/1984,2002,Nov,1,89.32040159111617,0.7050272500667921,30832.886027867004,2893,5,72.75644610736562,-0.0956826829054475,3.477288338216868,479.4775417711585,Executivecar,Georgia
03/07/2002,1994,Oct,1,76.8579517263565,0.1335080815770626,27790.620065416973,3343,1,57.20867224656286,0.0360155983171535,3.3320587216402253,455.5876641627305,Supperminicar,New York
07/29/2008,2022,Feb,1,97.5905332071176,0.8698129018152604,28808.84863131887,4305,8,76.59510964800785,0.007661719105104,1.91431469585312,669.287204205519,Executivecar,Illinois
05/07/1993,2017,Jul,1,92.73739073126896,0.9156406575608472,34282.07758913167,3388,8,59.34436030303331,0.1394585068459861,4.235480611857796,555.4978378778703,Executivecar,California
09/04/2000,1991,Mar,1,85.50630520370119,0.8654070460260327,28801.59657879712,1592,5,75.84030770671833,0.039645662075756,6.601278957814164,858.217337323925,Sports,Georgia
05/19/2021,2004,Nov,0,97.36932316151965,0.8421683211902019,22074.07073700357,4264,3,80.60238656188969,-0.0215394691236702,5.982103514464982,796.4117691886247,Mediumfamilycar,Georgia
12/13/2009,1999,Jan,0,107.37258470870177,0.770468678614804,26961.362633252746,1882,8,56.94776003249965,-0.0163083268178641,4.3175312014983165,,Sports,Illinois
04/23/1997,2024,Mar,0,99.86067157648276,0.6700888281537641,28131.221330316588,2387,3,75.80982480533896,-0.0673554066977902,3.7099422591075895,735.912248476603,Supperminicar,Georgia
10/12/1992,1998,Mar,0,104.60471609029356,0.7107643044894267,20026.413629820403,4995,4,34.22881361452009,0.0165090100631707,7.488704757705101,411.5608220187402,Smallfamiliycar,New York
01/30/2022,1988,Dec,0,127.20111547773136,0.8257557640014848,23575.34590678411,3997,7,61.9363692793987,-0.0585279690759322,1.72787717423944,652.566619208606,Mediumfamilycar,Georgia
01/21/1991,1991,Nov,0,94.85681707663652,0.6962486125251741,30501.95912027733,3305,7,79.63112721594165,-0.0809657110141132,4.969049663151854,865.6746887469204,Sports,California
06/18/1987,1980,Apr,1,104.17522951967004,0.3949542610138639,15882.536324752067,1976,4,95.70608244011004,-0.0265722609905342,3.333065767191167,613.9084065582116,Sports,California
04/06/1996,2024,Mar,0,92.361799561013,0.4383649919452185,18747.85727479703,2534,9,41.06452632439691,-0.031226279906715,5.236260801895698,1002.8443288747052,Executivecar,California
10/21/1981,2016,Sep,0,87.30460420169541,0.9073517215350628,24117.964731858363,2254,6,43.07744449778576,0.0235861451868458,5.203752858183899,822.0873623773599,Smallfamiliycar,California
03/31/1989,2005,Dec,0,91.22638519873344,0.1154098772174457,26768.39797752852,1013,8,52.13384832206695,0.0393918811634287,6.464367713046416,836.0973744769592,Executivecar,Illinois
01/14/2018,2016,Dec,0,92.81862142717468,0.7289385231198539,18211.837775255462,2037,7,62.46756719853912,0.0202141275051009,6.816089840177156,734.3191935709742,Smallfamiliycar,New York
09/21/2018,1982,Sep,1,105.39213696320688,0.959299797182694,,3603,4,50.27678290115325,0.0144168418131234,2.089660810984767,841.7567997568468,Smallfamiliycar,California
